"","Year","date","Month","Load","temp","RH","rsds","wspd","Wday"
"1","2017",2017-01-01,"January",8417853.25,26.5541666666667,25.9958333333333,225.875,3.770125,1
"2","2017",2017-01-02,"January",9328372.13000002,26.1708333333334,27.4279166666667,224.416666666667,3.555375,0
"3","2017",2017-01-03,"January",9662881.2499999,26.2958333333334,26.6566666666667,230.291666666667,3.91625,0
"4","2017",2017-01-04,"January",9464752.13000006,25.2125,22.7191666666667,236.083333333333,4.36466666666667,0
"5","2017",2017-01-05,"January",9089996.49999996,23.6666666666667,21.2895833333333,237.583333333333,3.84633333333333,0
"6","2017",2017-01-06,"January",9065817.00000008,23.8916666666667,24.97375,232,3.031875,0
"7","2017",2017-01-07,"January",8424441.62999997,24.95,28.1166666666667,229.625,2.70075,1
"8","2017",2017-01-08,"January",8272237.50000004,26.5875,31.2908333333333,208.791666666667,2.56375,1
"9","2017",2017-01-09,"January",9190588.12999994,27.1458333333334,25.5691666666667,194.166666666667,3.58620833333333,0
"10","2017",2017-01-10,"January",9366327.25000001,26.3875,19.3220833333333,184.291666666667,4.58970833333333,0
"11","2017",2017-01-11,"January",9089780.13000002,23.8791666666667,21.7058333333333,211.041666666667,3.94525,0
"12","2017",2017-01-12,"January",8761404.88000004,23.3041666666667,22.81625,241.625,3.834,0
"13","2017",2017-01-13,"January",8700142.49999994,23.475,22.2795833333333,239.583333333333,4.29025,0
"14","2017",2017-01-14,"January",8415492.75000005,23.3041666666667,28.4066666666667,235.833333333333,3.609,1
"15","2017",2017-01-15,"January",7976383.62999991,24.3708333333334,32.4395833333333,234,2.652,1
"16","2017",2017-01-16,"January",8578714.75,25.1208333333333,32.425,229.791666666667,2.656625,0
"17","2017",2017-01-17,"January",8928811.63000004,25.9625,34.3754166666667,226.583333333333,2.466875,0
"18","2017",2017-01-18,"January",9136750.49999998,26.4666666666667,39.2929166666667,224.25,2.3365,0
"19","2017",2017-01-19,"January",9295906.00000001,26.5208333333334,35.6966666666667,225.25,2.75466666666667,0
"20","2017",2017-01-20,"January",8981531.38000001,26.3375,27.3629166666667,224.458333333333,3.73395833333333,0
"21","2017",2017-01-21,"January",8559903.75000002,25.8958333333334,27.1408333333333,235.416666666667,4.47008333333333,1
"22","2017",2017-01-22,"January",7837099.99999996,24.5208333333334,25.1616666666667,232.125,4.86295833333333,1
"23","2017",2017-01-23,"January",8612588.74999998,23.8166666666667,28.8033333333333,242.75,4.77958333333333,0
"24","2017",2017-01-24,"January",8665749.25,23.7,27.73625,247.125,4.06204166666667,0
"25","2017",2017-01-25,"January",8658531.24999999,24.2458333333334,26.70125,247.208333333333,3.32133333333333,0
"26","2017",2017-01-26,"January",8753465.00000008,24.9583333333334,23.8291666666667,245.166666666667,3.21291666666667,0
"27","2017",2017-01-27,"January",8548374.12999992,25.5458333333334,22.15625,242.791666666667,3.85891666666667,0
"28","2017",2017-01-28,"January",8305549.50000006,26.35,21.4745833333333,245.625,3.72383333333333,1
"29","2017",2017-01-29,"January",8045577.50000011,26.2041666666667,20.5579166666667,247.333333333333,3.89704166666667,1
"30","2017",2017-01-30,"January",8706850.99999983,26.2083333333334,21.1129166666667,245.333333333333,3.46691666666667,0
"31","2017",2017-01-31,"January",8588346.75000001,25.3583333333334,25.2616666666667,240.458333333333,3.52891666666667,0
"32","2017",2017-02-01,"February",8416364.62999997,24.425,25.0045833333333,258.25,4.05179166666667,0
"33","2017",2017-02-02,"February",8310423.88000006,24.0875,27.3791666666667,257.875,4.40145833333333,0
"34","2017",2017-02-03,"February",8203728.12999998,24.7916666666667,24.06,260.833333333333,4.61266666666667,0
"35","2017",2017-02-04,"February",8125496.49999992,25.8375,19.3533333333333,262.125,4.62891666666667,1
"36","2017",2017-02-05,"February",7675424.00000006,26.8833333333334,17.26125,260.208333333333,5.28183333333333,1
"37","2017",2017-02-06,"February",8458224.74999996,27.0625,17.94,262.75,4.5865,0
"38","2017",2017-02-07,"February",8710498.99999997,27.8291666666667,18.0354166666667,262.291666666667,4.91291666666667,0
"39","2017",2017-02-08,"February",8386163.49999998,27.275,17.9379166666667,259.166666666667,4.31416666666667,0
"40","2017",2017-02-09,"February",8881658.25000005,27.0208333333334,18.5266666666667,246.666666666667,3.869,0
"41","2017",2017-02-10,"February",8835659.25000004,27.1791666666667,20.5495833333333,244.125,3.364625,0
"42","2017",2017-02-11,"February",8202685.24999991,26.525,25.25625,232.5,2.88579166666667,1
"43","2017",2017-02-12,"February",9909417.50000007,26.2,32.8466666666667,230.291666666667,3.1035,1
"44","2017",2017-02-13,"February",8000525.25,26.2208333333334,33.7066666666667,195.916666666667,3.44220833333333,0
"45","2017",2017-02-14,"February",8505235.50000002,27.7625,31.1691666666667,222.333333333333,3.58479166666667,0
"46","2017",2017-02-15,"February",8499899.99999993,28.675,30.7745833333333,254.166666666667,4.14170833333333,0
"47","2017",2017-02-16,"February",8448075.00000003,28.0708333333334,33.5904166666667,246.333333333333,3.688,0
"48","2017",2017-02-17,"February",8308240.24999998,28.125,38.1795833333333,237.166666666667,3.12725,0
"49","2017",2017-02-18,"February",8150102.75000006,27.875,43.27375,253.791666666667,3.00633333333333,1
"50","2017",2017-02-19,"February",7515594.24999993,28.7666666666667,35.1845833333333,245.125,2.9995,1
"51","2017",2017-02-20,"February",9761629,28.2625,35.9120833333333,253.916666666667,3.16004166666667,0
"52","2017",2017-02-21,"February",8428626.00000002,27.2875,36.2075,237.791666666667,3.470625,0
"53","2017",2017-02-22,"February",8655340.00000003,27.2583333333334,34.4495833333333,267.083333333333,3.18354166666667,0
"54","2017",2017-02-23,"February",8598867.49999995,28.0541666666667,30.6029166666667,260.583333333333,3.25591666666667,0
"55","2017",2017-02-24,"February",8615822.49999999,28.8375,29.86375,254.541666666667,3.83904166666667,0
"56","2017",2017-02-25,"February",8133864.75000001,29.9666666666667,27.78,256.333333333333,4.04766666666667,1
"57","2017",2017-02-26,"February",7774471.50000004,30.4208333333334,27.19875,266.625,3.9365,1
"58","2017",2017-02-27,"February",8737219.74999997,30.4208333333334,29.0725,273.541666666667,3.31745833333333,0
"59","2017",2017-02-28,"February",8889207.24999995,30.1166666666667,30.9170833333333,278.166666666667,3.608,0
"60","2017",2017-03-01,"March",9083891.75000006,31.0291666666667,27.1991666666667,280.958333333333,3.90629166666667,0
"61","2017",2017-03-02,"March",9106359.2500001,30.9,33.51,281.291666666667,3.32008333333333,0
"62","2017",2017-03-03,"March",9023048.74999989,30.825,34.3216666666667,282.166666666667,3.8535,0
"63","2017",2017-03-04,"March",8501685.50000006,31.5625,29.48375,284.958333333333,4.23491666666667,1
